classe,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
1,1,12,20,2,7,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,0,0,0
1,1,0,48,3,3,1,1,0,0,1,1,1,1,0,0,0,3,2,0,0,7,2,7,2,0,0,0,0,0,1,0
0,1,0,41,3,5,1,1,0,0,0,1,1,1,0,0,0,3,0,0,0,7,2,3,2,0,1,0,0,0,0,0
1,1,8,5,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,1,0,0
0,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,1,0,14,1,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,1,1,0,0,0,0,0
0,1,18,11,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,1,1,0,0,0,0,0
0,1,0,11,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0
0,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,0,0,1,0,0
0,1,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0
0,1,0,10,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,1,1,1,1,0,0
1,1,0,10,1,3,0,0,0,1,0,1,1,1,0,0,0,1,2,0,0,7,2,0,0,0,0,0,1,0,0,0
0,1,8,4,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0
1,1,0,6,1,7,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0
1,1,0,19,2,3,1,0,0,1,0,0,1,1,0,0,0,5,0,0,0,7,1,5,2,0,1,1,1,0,0,0
0,1,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,1,0,0,0,1,0,1
1,1,12,10,2,7,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,2,3,1,1,1,0,0,0,0,0
0,1,0,15,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0
1,1,0,6,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,1,0,22,2,7,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,1,3,2,1,1,0,0,0,0,0
0,1,0,58,3,3,1,1,0,1,0,1,1,1,0,0,0,3,1,0,0,7,2,7,2,0,0,0,1,0,0,0
1,1,0,8,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,1,0,0,1,0,0,0
1,1,0,30,2,3,1,0,0,1,1,1,1,1,1,0,0,3,0,0,0,7,1,5,2,0,0,0,1,0,1,0
1,1,0,45,3,3,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,7,0,7,1,1,1,1,1,0,0,0
0,1,0,21,2,3,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,5,0,7,2,0,0,0,1,0,1,0
0,1,0,23,2,5,1,1,0,1,1,1,1,1,0,0,0,5,0,0,0,7,1,7,2,0,1,0,0,0,0,0
0,1,0,21,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,1,0,5,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
1,1,0,17,1,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,1,0,10,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,1,0,7,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,0,1,0,0,1,1,0,1
0,1,0,6,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,1,0,0,1,1,0,1
0,1,0,15,2,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0
1,1,0,7,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,5,0,1,0,0,1,1,0,0
1,1,0,10,1,7,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1,1,0,13,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,3,0,0,1,1,1,1,0,0
1,1,0,16,2,7,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,1,0,4,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0
1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,1,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0
0,1,0,10,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0
1,1,0,19,2,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0
0,1,0,15,2,5,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,3,0,3,1,0,0,0,0,0,0,0
0,1,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,1
1,1,0,43,3,3,1,1,1,0,1,1,1,1,0,0,0,5,2,0,0,7,2,0,0,0,1,0,0,0,1,0
0,1,0,27,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,1,0,0,0,1,0,0
1,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,1,12,10,2,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,2,0,0,0,1,0,0,0,0,0
1,1,0,14,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,0,0
0,1,0,15,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,3,1,1,1,0,0,1,0,0
0,1,0,41,3,5,1,1,0,0,0,0,1,1,0,0,0,3,2,0,0,5,2,5,2,0,0,0,0,0,0,0
1,1,0,6,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0
0,1,0,48,3,5,1,0,0,0,0,1,1,1,0,0,0,5,0,0,0,7,2,7,2,0,0,0,1,0,0,0
0,1,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,1,0,0,0
1,1,0,11,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0
0,1,0,22,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,3,0,3,0,1,1,0,0,0,0,0
1,1,0,14,2,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,1,0,0,1,0,1
0,1,0,9,1,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,1,0,33,3,7,0,0,0,0,0,0,1,1,0,0,0,7,1,0,0,7,1,0,0,0,1,0,0,0,0,0
1,1,0,51,4,7,1,1,1,0,1,1,1,1,0,0,0,5,2,0,0,7,2,0,0,0,0,0,0,0,0,0
0,1,0,56,3,7,1,0,0,1,0,0,1,1,0,0,0,5,2,0,0,7,2,3,0,0,1,0,1,0,0,0
1,1,0,9,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,1,0,0,1,1,0,0
0,1,0,6,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0,0
1,1,0,18,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,0,0,0
1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
0,1,5,13,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,5,2,1,0,0,1,0,0,0
1,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
1,1,0,9,2,7,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0
1,1,0,24,2,7,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0
1,1,11,15,2,7,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,7,2,0,0,1,0,0,0,0,0,0
0,1,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0
1,1,0,93,5,3,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,7,0,7,1,1,1,1,1,0,0,0
1,1,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,1,11,55,3,3,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,7,2,7,2,1,1,0,0,0,0,0
0,1,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,1,0,27,2,3,1,0,0,0,1,1,1,1,2,0,0,1,2,0,0,5,2,5,2,0,0,0,0,0,1,0
0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,1,0,20,2,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,7,2,0,0,1,0,0,0,0,0,0
1,1,3,8,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
1,1,3,12,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,1,0,54,3,3,1,1,0,1,1,1,1,1,0,0,0,5,0,0,0,7,1,0,0,0,0,0,0,0,1,0
1,1,0,27,2,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,1,7,2,0,0,0,1,0,0,0
0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
0,1,0,15,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,1,0,30,2,3,1,0,0,1,1,1,1,1,0,0,0,3,0,0,0,7,2,0,0,0,1,0,0,0,1,0
1,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,1,0,10,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,1,1,0,1,1,0,1
1,1,0,52,3,3,1,1,0,0,0,1,1,1,0,0,0,1,2,0,0,7,2,7,2,0,0,0,0,0,0,0
1,1,0,12,2,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,1,0,0,1,1,1,1,1,0,1
0,1,0,18,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,0,1,0,0,1,0,0,0
0,1,11,38,3,5,1,1,0,0,0,0,1,1,0,0,0,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0
0,1,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,1,0,30,2,3,1,0,0,1,0,0,1,3,1,0,0,3,1,0,0,7,1,0,0,0,0,0,0,0,0,0
1,1,0,14,2,3,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0
0,1,0,17,2,5,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,7,1,0,0,0,0,0,1,0,0,0
