classe,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
1,0,0,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,5,15,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,2,3,0,1,0,0,0,0,0,0
1,0,0,2,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,0,0,53,3,7,1,1,0,1,1,1,1,1,2,0,0,7,1,0,0,7,2,7,2,0,0,0,0,0,0,0
0,0,0,6,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,6,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0
0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0
0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0
0,0,0,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0
1,0,6,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
0,0,0,36,3,7,0,0,1,1,1,1,1,1,1,0,0,3,2,0,0,5,2,5,2,0,0,0,0,0,0,0
0,0,0,72,4,7,0,0,0,0,1,1,1,1,2,0,0,5,1,0,0,7,1,0,0,0,0,0,1,0,0,0
0,0,0,30,2,3,1,0,0,1,0,0,1,3,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0
0,0,0,11,2,7,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0
1,0,0,19,2,5,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,0,0,0
1,0,0,4,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,17,2,7,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,7,2,0,0,0,0,0,0,0,0,0
0,0,0,11,2,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0
0,0,5,17,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0
1,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,9,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,17,2,7,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,7,1,7,2,0,0,0,0,0,0,0
0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0
0,0,5,16,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,2,3,0,1,0,0,0,0,0,0
0,0,0,6,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0
1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,13,1,3,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,0,0,0
0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0
0,0,0,3,1,7,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,25,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,0,3,0,1,0,0,0,0,0,0
0,0,0,4,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,18,1,5,0,0,0,1,1,1,1,1,0,0,0,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0
0,0,0,4,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,5,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,28,2,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,43,3,3,1,1,1,1,1,1,1,1,0,0,0,3,1,0,0,7,2,7,2,0,0,0,0,0,1,0
0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0
1,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
1,0,0,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,0,49,3,5,1,1,0,0,1,1,1,1,1,0,0,7,1,0,0,7,2,7,2,0,0,0,0,0,1,0
0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,0,18,2,3,0,0,0,0,1,1,1,3,2,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,1,0
0,0,0,5,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,31,3,3,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,7,2,7,2,0,0,0,0,0,0,0
1,0,2,26,2,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0
0,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,6,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,10,34,3,5,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,15,1,5,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0
1,0,0,25,2,5,1,0,0,0,1,1,1,1,0,0,0,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0
0,0,0,41,3,5,1,1,0,0,0,0,1,1,0,0,0,3,2,0,0,5,2,5,2,0,0,0,0,0,0,0
1,0,0,24,2,3,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,7,1,5,2,1,1,1,1,0,0,0
0,0,0,21,2,5,1,0,0,0,1,1,1,1,0,0,0,3,0,0,0,7,1,0,0,0,0,0,0,0,0,0
1,0,0,17,2,3,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,12,1,7,0,0,0,1,0,0,1,1,0,0,0,3,2,0,0,7,2,0,0,0,0,0,0,0,0,0
0,0,0,29,2,3,1,0,0,1,1,1,1,1,0,0,0,3,2,0,0,7,2,5,2,0,0,0,0,0,1,0
1,0,0,18,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0
0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,0,4,9,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,0
0,0,0,55,3,7,1,0,0,0,1,1,1,1,1,0,0,3,0,0,0,5,2,0,0,0,1,0,0,0,0,0
0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,0,0,35,3,5,1,1,0,0,1,1,1,1,0,0,0,3,0,0,0,7,0,7,1,0,0,0,0,0,0,0
0,0,0,14,2,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1,0,0,14,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,29,2,3,1,0,0,1,1,1,1,1,0,0,0,3,0,0,0,7,1,5,1,0,0,0,0,0,1,0
1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0
1,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,10,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,1,1,0,1,1,0,1
1,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,7,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,10,2,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1,0,0,12,2,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,1,0,0,1,1,0,0,1,0,1
0,0,0,14,2,3,1,0,0,0,0,1,1,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,9,1,3,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,23,2,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,7,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,6,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
0,0,0,23,2,5,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,7,2,7,2,0,0,0,0,0,1,0
1,0,0,39,3,5,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,7,2,7,2,0,0,0,0,0,1,0
0,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0
0,0,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0
0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0
0,0,0,7,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,1,0,0,1,0,0,0
0,0,4,10,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,24,2,3,1,0,0,1,1,1,1,1,0,0,0,3,0,0,0,7,2,0,0,0,0,0,0,0,1,0
1,0,0,27,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,7,2,1,0,0,0,0,0,0
0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,19,2,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,3,1,1,0,0,1,1,0,0
1,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,53,3,7,1,1,0,1,0,1,1,1,0,0,0,3,2,0,0,7,2,7,2,0,0,0,1,0,0,0
0,0,0,8,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0
1,0,0,34,2,7,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,7,2,0,0,0,0,0,1,0,0,0
1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,8,2,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,9,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,5,2,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,0,0,1,0,0
1,0,0,19,1,7,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,7,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,4,8,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,0,42,3,3,0,0,0,0,1,1,0,3,0,0,0,3,0,0,0,7,2,7,2,1,0,0,1,0,1,0
0,0,0,31,2,5,1,0,0,0,0,1,1,1,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,3,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,15,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,27,2,7,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,7,2,7,2,0,0,0,1,0,0,0
0,0,0,21,2,7,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,5,2,5,2,0,0,0,0,0,0,0
0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,4,10,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0,0
0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,1,0,0,0,1,0,1
1,0,4,20,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,14,2,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,0,5,2,0,0,0,0,0,0,0
0,0,0,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,3,1,5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
0,0,0,55,3,5,1,1,0,0,1,1,1,1,0,0,0,5,1,0,0,7,2,7,2,0,0,0,1,0,0,0
1,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,21,2,5,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,7,2,0,0,0,0,0,1,0,0,0
1,0,0,27,2,3,0,0,0,1,1,1,0,1,0,0,0,1,2,0,0,7,1,5,2,1,0,0,0,0,1,0
1,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,9,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0
0,0,0,5,1,5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,39,3,3,1,1,0,1,0,1,1,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1,0,0,9,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,7,2,1,0,0,0,0,0,0
1,0,0,10,2,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0
0,0,0,48,3,7,0,0,0,0,0,0,0,1,0,0,0,3,0,3,2,7,0,7,2,1,0,0,0,0,0,0
1,0,0,44,3,5,1,0,0,0,1,1,1,1,0,0,0,7,1,0,0,7,1,0,0,0,0,0,0,0,1,0
1,0,0,33,3,5,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,5,2,0,0,0,0,0,1,0,1,0
0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0
0,0,0,8,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,1,3,1,1,0,0,0,0,0,0
0,0,0,10,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7,2,0,0,1,0,0,0,0,0,0
1,0,0,27,2,7,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,7,2,5,2,0,0,0,0,0,0,0
0,0,0,14,2,7,1,0,0,1,0,1,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0
1,0,0,22,2,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,7,2,7,1,1,0,0,1,0,1,0
1,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,24,2,3,1,0,0,1,1,1,0,1,1,0,0,5,0,0,0,5,0,5,2,1,0,0,0,0,1,0
