classe,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77
1,3,319,319,10,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,1,1,3,6,3,4,0,0,0,0,0,0,0,11,2,3,0,0,0,0,0,0,0,2,2,0,0,3,1,1,0,1,0,4,1,0,0,0
0,3,307,307,9,0,0,0,0,0,2,2,1,0,1,1,7,0,7,7,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,2,3,3,7,0,0,0,0,0,0,0,21,2,9,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,1,1,6,1,0,0,0
0,3,229,229,12,0,0,0,0,0,2,2,0,0,0,0,4,17,4,4,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,3,7,3,4,0,0,0,0,0,0,0,15,1,3,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,1,4,2,0,0,0
0,3,108,108,21,0,0,0,0,0,2,2,1,0,1,1,2,5,1,1,0,0,2,0,1,30,0,0,0,0,50,3,0,50,1,70,3,0,70,1,2,0,3,0,3,0,1,0,0,0,0,0,0,44,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,4,1,0,0,1
0,1,130,130,39,0,0,0,0,0,2,2,1,0,1,1,4,9,3,3,0,0,2,0,1,10,0,0,0,0,30,1,0,0,0,70,3,0,70,1,0,0,2,0,3,0,1,0,0,0,1,0,1,27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
0,2,359,359,38,0,0,0,1,6,2,2,2,6,1,1,4,20,4,4,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,0,17,2,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0
1,3,192,192,8,0,1,0,0,0,2,2,0,0,0,0,1,0,1,1,2,0,2,0,1,50,3,0,0,0,70,3,0,0,0,70,3,0,0,0,2,0,3,0,4,0,0,0,1,0,1,1,0,130,6,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,5,1,1,1,0
0,3,208,208,62,0,0,0,0,0,2,2,1,0,1,1,5,0,5,5,2,1,2,1,1,10,0,0,0,0,10,0,0,0,0,70,3,5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,13,1,5,4,0,0,0,0,1,0,5,0,0,0,3,0,0,1,1,0,11,2,0,0,1
1,2,517,517,2,0,0,0,1,10,3,3,2,11,2,2,7,0,7,7,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,70,3,6,30,1,0,0,0,0,1,1,0,0,0,0,0,0,0,13,2,5,4,1,0,0,0,1,0,5,5,0,0,0,0,0,0,1,0,2,1,0,0,0
0,2,309,309,9,0,0,0,1,16,3,3,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,11,2,5,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0
0,3,269,269,27,0,0,0,4,0,6,6,2,0,1,1,7,0,7,7,2,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,2,2,2,2,1,0,0,0,1,0,1,14,2,9,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,1,0,4,1,1,0,1
0,1,240,240,23,0,0,0,7,0,2,2,0,0,0,0,7,0,7,7,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,30,1,0,0,2,3,3,4,0,0,0,0,0,0,0,9,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,768,768,4,0,0,0,1,5,2,2,1,0,1,1,6,13,6,5,2,1,2,1,1,30,0,0,0,0,30,0,0,0,0,70,0,0,70,1,2,3,3,4,3,4,0,0,0,0,1,0,1,71,4,5,4,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0
0,3,286,286,10,0,0,0,1,0,2,2,0,0,0,0,4,17,4,4,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,3,5,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,1,1,3,1,0,0,0
0,3,319,319,8,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,2,0,1,30,0,0,0,0,30,0,0,0,0,50,0,0,50,1,1,1,3,4,3,4,1,0,0,0,1,0,1,24,2,3,0,0,0,0,0,0,0,1,1,0,0,3,1,1,1,0,0,3,1,1,0,1
1,3,219,219,12,0,0,0,3,13,5,4,0,0,0,0,1,0,1,1,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,50,3,6,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,17,2,3,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,1,1,3,1,0,0,0
1,1,329,329,5,330,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,2,3,3,7,3,7,0,0,0,0,0,0,0,4,1,3,3,1,0,0,0,1,0,6,5,0,0,0,0,0,0,1,0,0,1,0,0,0
0,2,279,279,8,0,0,0,0,0,3,2,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,10,2,5,3,1,1,1,0,0,0,6,6,1,1,0,0,0,0,1,0,3,1,0,0,0
0,1,178,178,13,0,0,0,4,0,6,6,4,6,3,3,7,0,7,7,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,70,3,4,50,1,0,0,3,0,3,0,0,0,0,0,0,0,0,40,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,969,969,4,0,0,0,4,0,6,6,0,0,0,0,4,1,4,3,0,0,0,0,0,10,0,0,0,0,30,3,5,0,0,30,3,5,30,1,0,0,2,3,3,7,0,0,0,0,0,0,0,20,2,7,1,1,1,1,0,0,0,6,4,1,0,0,0,1,1,0,0,11,1,0,0,0
0,3,131,131,16,0,0,0,4,0,6,6,0,0,0,0,7,0,7,7,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,6,1,9,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,1,0,3,1,0,0,1
1,3,1029,1029,20,0,0,1,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,70,3,6,0,0,2,3,3,7,0,0,1,0,0,0,0,0,0,17,1,1,3,1,0,0,0,2,0,6,5,1,0,2,1,0,0,0,1,12,2,0,0,1
0,1,201,201,58,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,4,30,1,2,2,3,0,3,0,0,0,0,0,0,0,0,24,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,2,214,214,17,0,0,0,4,0,6,6,3,0,3,3,7,0,7,7,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,3,7,3,7,0,0,0,0,0,0,0,10,2,9,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0
0,3,178,178,21,0,0,0,0,0,2,2,0,0,0,0,6,16,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,3,1,0,0,0,1,1,6,6,1,1,3,1,0,0,1,0,6,1,0,0,0
0,2,489,489,11,0,0,0,1,7,3,3,1,0,1,1,6,13,6,6,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,2,1,0,0,0
0,3,251,251,8,0,0,0,0,0,2,2,3,0,3,3,7,0,7,7,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,3,1,0,0,0,1,0,6,6,1,1,1,0,1,0,1,0,5,1,0,0,0
0,1,160,160,24,0,0,0,3,0,4,4,0,0,0,0,7,0,7,7,0,0,2,0,1,10,0,0,0,0,10,0,0,0,0,70,3,4,70,1,0,0,2,0,3,0,0,0,0,0,1,0,0,23,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,3,258,258,7,0,0,0,1,15,3,3,3,0,3,3,7,0,7,7,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,70,3,6,50,1,0,0,0,0,1,1,1,0,0,0,1,0,1,15,2,5,3,1,0,0,0,1,0,3,2,0,0,3,1,1,0,1,1,6,1,1,0,1
1,3,217,217,14,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,5,30,1,1,1,3,6,3,6,0,0,0,0,0,0,0,17,2,3,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,1,0,4,1,0,0,0
0,2,441,441,12,0,0,0,3,11,4,4,2,6,1,1,6,14,5,5,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,70,3,5,50,1,0,0,3,0,3,4,0,0,0,0,1,0,1,21,2,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,1,0,0
0,3,190,190,38,0,0,0,0,0,2,2,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10,1,7,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,1,7,1,0,0,0
0,2,170,170,42,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,6,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0
1,3,175,175,13,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,1,1,2,3,3,6,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,1,1,2,2,0,0,0
0,1,140,140,113,0,0,0,3,8,4,4,1,0,1,1,6,8,5,5,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,30,1,0,0,3,0,3,0,0,0,0,0,0,0,0,64,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,244,244,86,0,0,0,0,0,2,2,0,0,0,0,6,19,6,6,0,0,0,0,1,10,0,0,0,0,70,3,0,0,0,70,3,0,50,1,1,1,3,0,3,0,0,0,0,0,1,0,0,48,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0
0,3,249,249,5,0,0,0,2,0,4,4,0,0,0,0,7,0,7,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,30,2,11,0,0,0,0,0,0,0,3,2,0,0,3,1,1,0,1,1,3,1,0,0,0
1,1,222,222,18,0,1,0,0,0,2,2,0,0,0,0,2,2,1,1,1,1,0,0,1,10,0,0,0,0,30,0,0,0,0,70,3,5,0,0,1,1,2,3,4,8,0,0,0,0,0,0,1,23,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,246,246,10,0,0,0,0,0,2,2,0,0,0,0,4,2,3,3,0,0,0,0,1,10,0,0,0,0,30,3,5,30,1,50,3,5,70,1,0,0,2,2,3,0,0,0,0,0,0,0,0,34,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,2,1,0,0,0
0,3,219,219,7,0,0,0,4,0,6,6,5,0,5,5,7,0,7,7,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,6,30,1,0,0,0,0,3,6,1,0,0,0,0,0,0,13,1,9,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,5,1,0,0,1
0,3,619,619,9,580,0,0,1,0,3,2,0,0,0,0,4,5,4,4,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,3,5,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,8,1,5,4,1,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,7,1,0,0,1
0,3,198,198,12,0,0,0,3,16,5,5,4,16,4,4,5,0,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,2,3,3,7,0,0,0,0,0,0,0,4,1,9,3,0,0,0,0,0,0,4,3,0,0,1,0,0,1,0,1,6,2,0,0,0
1,3,359,359,6,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,2,0,1,10,0,0,0,0,10,1,2,0,0,50,0,0,0,0,1,1,3,4,3,4,1,0,0,0,0,0,0,5,1,3,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,1,1,2,1,0,0,1
1,3,450,450,12,0,0,0,0,0,2,2,1,0,1,1,4,9,3,3,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,1,1,3,7,0,0,0,0,0,0,0,17,2,5,0,0,0,0,0,0,0,3,3,0,0,3,1,0,0,1,0,6,1,0,0,0
0,2,500,500,12,0,0,0,1,3,3,3,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,2,3,3,7,0,0,0,0,0,0,0,0,0,22,2,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0
0,3,469,469,12,0,0,0,1,2,3,3,0,0,0,0,4,19,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,7,3,1,0,0,0,2,2,6,6,1,1,0,0,1,1,0,0,7,1,0,0,0
1,2,282,282,2,0,0,0,1,3,2,2,1,0,1,1,4,9,3,3,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,70,3,0,30,1,2,0,3,0,3,0,0,0,0,0,1,0,1,65,4,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0
0,2,213,213,5,0,0,0,4,0,6,6,0,0,0,0,5,0,5,5,1,1,1,1,0,10,0,0,0,0,10,1,2,0,0,30,0,0,30,0,0,0,1,1,3,6,0,0,0,0,1,0,0,8,2,7,3,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,3,1,1,0,0
1,3,194,194,9,0,0,0,3,9,4,4,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,30,3,5,0,0,30,3,5,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,11,1,3,0,0,0,0,0,0,0,3,3,0,0,1,0,1,1,0,0,9,2,0,0,1
0,1,111,111,40,0,0,0,0,0,2,2,1,0,1,1,6,7,5,5,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0
1,1,296,296,12,0,0,0,0,0,2,2,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,4,1,3,4,0,0,0,0,0,0,6,5,1,0,0,0,0,0,1,0,0,1,0,0,0
0,3,179,179,16,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,0,0,3,6,3,6,1,0,0,0,0,0,0,20,1,5,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,0,0,3,1,0,0,1
1,3,370,370,25,0,0,1,0,0,2,2,0,0,0,0,1,0,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,1,0,0,0,2,2,6,6,1,1,3,1,0,1,0,0,7,1,0,0,0
0,2,659,659,29,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,2,3,3,6,0,0,0,0,0,0,0,20,2,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,2,1,0,0,0
0,3,289,289,30,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,50,3,4,0,0,2,3,3,4,3,4,0,0,0,0,0,0,0,22,2,3,0,0,0,0,0,0,0,4,1,0,0,3,1,0,0,1,0,8,1,0,0,0
0,3,423,423,7,0,0,0,0,0,2,2,1,0,1,1,7,0,7,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,50,3,5,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,4,1,5,3,1,0,0,0,0,0,6,5,1,0,1,0,1,1,1,1,4,1,0,0,0
0,3,883,883,13,0,0,0,0,0,2,2,0,0,0,0,2,7,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,3,6,0,0,1,1,3,7,3,7,1,0,0,0,0,0,0,2,1,3,3,1,0,0,0,1,0,6,6,1,1,0,0,0,1,0,1,28,2,0,0,1
0,3,298,298,15,0,0,0,0,0,2,2,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,5,1,3,3,1,0,0,0,2,1,6,6,1,1,1,0,0,0,0,1,12,2,0,0,0
0,3,268,268,28,0,0,0,0,0,2,2,0,0,0,0,4,4,3,3,0,0,1,0,1,30,0,0,0,0,30,0,0,30,1,30,0,0,50,1,0,0,3,6,3,6,0,0,0,0,0,0,0,136,7,3,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,23,2,0,0,0
0,1,162,162,2,0,0,0,1,12,3,3,1,0,1,1,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,1,3,3,1,0,0,0,1,0,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,556,556,69,0,0,0,0,0,2,2,0,0,0,0,4,11,4,3,0,0,0,0,1,10,0,0,0,0,30,3,5,0,0,70,3,5,0,0,0,0,2,2,4,8,1,0,0,0,1,0,1,32,2,3,4,0,1,0,0,2,0,5,0,0,0,3,0,0,0,0,1,8,1,1,0,1
0,2,549,549,21,0,0,0,4,0,6,6,2,7,1,1,4,0,3,3,2,1,2,1,1,10,0,0,0,0,30,0,0,0,0,50,3,6,0,0,0,0,1,1,4,14,0,0,0,0,0,0,0,14,2,9,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,3,1,0,0,0
