classe,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80
0,1,201,201,58,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,4,30,1,2,2,3,0,3,0,0,0,0,0,0,0,0,24,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0
0,2,214,214,17,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,3,7,3,7,0,0,0,0,0,0,0,10,2,9,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
0,2,489,489,11,0,0,0,1,7,1,1,1,0,1,1,1,13,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
1,3,159,159,38,0,0,0,1,6,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,7,2,0,0,0,0,0,0
1,3,217,217,14,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,5,30,1,1,1,3,6,3,6,0,0,0,0,0,0,0,17,2,3,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,1,0,4,1,0,0,3,0,0,0
0,2,325,325,4,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,3,1,0,0,0,1,0,6,6,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0
0,1,140,140,113,0,0,0,1,8,1,1,1,0,1,1,1,8,1,1,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,30,1,0,0,3,0,3,0,0,0,0,0,0,0,0,64,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,198,198,12,0,0,0,1,16,1,1,1,16,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,2,3,3,7,0,0,0,0,0,0,0,4,1,9,3,0,0,0,0,0,0,4,3,0,0,1,0,0,1,0,1,6,2,0,0,0,0,0,0
1,2,282,282,2,0,0,0,1,3,1,1,1,0,1,1,1,9,1,1,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,70,3,0,30,1,2,0,3,0,3,0,0,0,0,0,1,0,1,65,4,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0
0,3,197,197,5,0,0,0,1,12,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,0,0,2,2,3,4,0,0,0,0,0,0,0,14,2,7,0,0,0,0,0,0,0,2,1,0,0,3,1,1,1,0,1,2,1,0,0,3,0,0,0
1,1,115,115,28,0,0,0,1,0,1,1,1,0,1,1,1,6,1,1,0,0,2,0,1,10,0,0,0,0,30,1,4,0,0,170,3,0,130,1,2,0,3,0,4,0,1,0,0,0,1,0,0,43,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,1
1,3,194,194,9,0,0,0,1,9,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,30,3,5,0,0,30,3,5,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,11,1,3,0,0,0,0,0,0,0,3,3,0,0,1,0,1,1,0,0,9,2,0,3,3,0,0,1
0,2,506,506,3,0,0,0,1,9,1,1,1,0,1,1,1,0,1,1,2,0,2,0,1,10,1,1,0,0,70,3,0,0,0,190,3,0,110,1,1,1,3,4,4,0,0,0,1,0,1,1,1,92,5,11,4,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,0
0,3,289,289,30,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,50,3,4,0,0,2,3,3,4,3,4,0,0,0,0,0,0,0,22,2,3,0,0,0,0,0,0,0,4,1,0,0,3,1,0,0,1,0,8,1,0,0,3,0,0,0
0,1,162,162,2,0,0,0,1,12,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,1,3,3,1,0,0,0,1,0,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,549,549,21,0,0,0,1,0,1,1,1,7,1,1,1,0,1,1,2,1,2,1,1,10,0,0,0,0,30,0,0,0,0,50,3,6,0,0,0,0,1,1,4,14,0,0,0,0,0,0,0,14,2,9,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,3,1,0,0,3,0,0,0
1,1,579,579,8,0,0,0,1,6,1,1,1,0,1,1,1,19,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,5,50,1,0,0,3,7,3,7,0,0,0,0,0,0,0,17,2,3,4,1,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0
1,3,200,200,11,0,0,0,1,13,1,1,1,0,1,1,1,17,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,90,3,4,30,0,0,0,2,2,2,2,0,0,0,0,1,0,1,31,3,7,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,4,1,0,0,3,1,0,0
0,2,490,490,5,0,0,0,1,12,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,0,0,3,6,3,6,1,0,0,0,0,0,0,12,1,7,3,1,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,1
0,3,209,209,14,0,0,0,1,0,1,1,1,0,1,1,1,8,1,1,0,0,2,0,1,50,0,0,0,0,50,0,0,0,0,50,0,0,50,1,0,0,3,0,4,0,1,0,1,1,1,1,1,66,4,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,1,0,0,0,1,1,1
0,3,233,233,16,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,5,0,0,1,1,2,2,3,4,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,1,1,0,0,3,1,0,1,1,1,3,1,0,0,3,0,0,0
0,3,419,419,9,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,2,1,1,0,1,30,0,0,0,0,30,3,4,0,0,30,3,4,0,0,2,2,3,4,4,0,0,0,0,0,1,1,0,33,3,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,1,0,3,3,1,1,0
0,3,249,249,16,0,0,0,1,17,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,0,0,2,2,3,6,0,0,0,0,0,0,0,16,2,7,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,1,4,1,0,0,3,0,0,0
1,3,268,268,22,0,1,0,1,0,1,1,1,0,1,1,1,3,1,1,2,0,2,0,1,10,0,0,0,0,10,0,0,0,0,50,3,0,0,0,2,0,3,0,4,0,0,1,1,0,1,1,0,18,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,7,2,0,0,3,1,1,0
0,1,287,287,15,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,10,0,0,0,0,10,0,0,0,0,30,3,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,1,9,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1
1,1,200,200,95,0,0,0,1,0,1,1,1,0,1,1,1,5,1,1,0,0,2,0,1,10,0,0,0,0,30,0,0,0,0,50,3,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,19,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0
1,3,979,979,12,0,0,0,1,19,1,1,1,0,1,1,1,8,1,1,1,1,2,1,1,10,0,0,0,0,30,3,4,0,0,90,3,4,70,1,1,1,3,7,4,12,0,0,1,1,1,0,1,40,3,9,3,1,0,0,0,1,0,3,3,0,0,0,0,0,0,1,1,12,1,0,3,3,1,0,0
0,3,260,260,9,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2,0,1,10,1,0,0,0,50,3,0,0,0,90,3,0,0,0,2,0,3,0,4,0,1,1,1,0,1,1,1,57,4,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,4,1,1,3,3,1,1,1
0,3,310,310,9,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,30,3,5,0,0,30,3,5,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,51,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,5,2,0,3,3,0,0,0
0,2,221,221,18,0,0,0,1,0,1,1,1,3,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,70,3,5,70,1,0,0,2,3,2,3,0,0,0,0,0,0,0,20,2,11,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,2,1,0,0,3,0,0,0
1,3,509,509,18,0,0,0,1,0,1,1,1,0,1,1,1,19,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,3,1,0,0,0,2,0,6,6,1,1,2,1,0,0,1,0,6,1,0,0,0,0,0,0
0,3,292,292,18,0,0,0,1,6,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,5,1,3,3,1,0,0,0,1,0,6,5,1,0,3,1,0,0,0,0,13,2,0,0,0,0,0,0
0,3,419,419,14,0,0,0,1,0,1,1,1,0,1,1,1,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,5,4,0,0,3,1,0,0,0,1,8,2,0,0,0,0,0,0
0,2,348,348,9,0,0,0,1,3,1,1,1,0,1,1,1,7,1,1,0,0,0,0,0,10,0,0,0,0,50,3,5,0,0,90,3,6,90,1,1,1,3,6,3,6,0,0,0,0,0,0,0,31,3,5,3,1,1,1,0,0,0,4,2,0,0,0,0,0,0,1,0,2,1,0,3,3,0,0,0
1,3,228,228,22,0,1,0,1,4,1,1,1,0,1,1,1,0,1,1,2,0,2,0,1,10,1,0,0,0,50,3,0,0,0,110,3,0,0,0,2,0,3,0,4,8,0,0,1,1,1,0,0,47,3,5,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,4,1,1,3,3,1,0,0
1,1,340,340,7,0,0,0,1,10,1,1,1,0,1,1,1,15,1,1,0,0,1,1,1,10,0,0,0,0,50,0,0,0,0,90,3,6,0,0,0,0,3,6,3,6,0,0,0,0,1,1,1,60,4,7,4,1,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,0
0,2,600,600,9,0,0,0,1,7,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,2,2,3,0,3,4,1,0,0,0,0,0,0,13,1,3,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,1
0,3,273,273,8,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,70,3,4,30,1,0,0,3,4,3,4,0,0,0,0,0,0,0,39,3,5,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,1,2,1,0,0,3,0,0,0
1,3,256,256,5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,50,3,5,0,0,50,3,5,50,1,90,3,5,110,1,2,2,3,4,4,0,1,0,0,0,1,1,1,45,3,3,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,2,1,3,3,3,1,1,1
1,3,220,220,17,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,30,0,0,0,2,3,3,6,0,0,0,0,0,0,0,11,1,3,3,0,0,0,0,0,0,3,2,0,0,3,1,0,1,0,0,9,2,0,0,0,0,0,0
1,3,519,519,16,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,2,0,2,0,1,10,0,0,0,0,50,0,0,0,0,150,3,0,50,1,2,3,3,6,4,0,0,1,1,0,1,1,1,59,4,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,4,1,0,0,3,1,1,0
0,1,205,205,25,0,0,0,1,0,1,1,1,13,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,30,3,0,30,1,90,3,0,90,1,0,0,3,0,3,0,0,0,0,0,1,1,1,47,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1,1,0
0,1,239,239,97,0,0,0,1,7,1,1,1,0,1,1,1,9,1,1,0,0,0,0,1,30,0,0,0,0,30,3,5,30,1,90,3,0,50,1,1,0,3,4,3,0,1,0,0,0,1,1,0,54,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1,1,1
0,1,165,165,19,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,1,126,126,88,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,50,0,0,0,0,50,0,0,50,1,0,0,1,1,3,4,0,0,0,0,1,1,0,36,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0,3,209,209,8,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,30,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,7,1,0,0,0,0,0,0,3,2,0,0,3,1,1,0,0,1,4,2,0,0,3,0,0,0
1,3,266,266,11,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,0,23,2,11,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,1,4,1,0,0,0,0,0,0
0,3,540,540,20,0,0,0,1,0,1,1,1,0,1,1,1,13,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,1,0,0,0,2,2,6,6,1,1,3,1,0,0,0,0,12,1,0,0,0,0,0,0
0,1,151,151,46,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,30,0,2,2,3,4,3,4,1,0,0,0,0,0,0,17,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,3,198,198,10,0,0,0,1,0,1,1,1,0,1,1,1,19,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,0,0,3,0,3,6,1,0,0,0,0,0,0,10,1,5,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,1,3,1,0,0,3,0,0,1
0,2,710,710,7,750,1,0,1,0,1,1,1,0,1,1,1,0,1,1,2,1,2,1,1,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,2,3,3,7,4,15,1,0,0,0,1,0,1,14,2,3,3,1,1,1,0,0,0,5,4,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,1
0,3,189,189,20,0,0,0,1,3,1,1,1,0,1,1,1,0,1,1,2,0,2,0,1,10,1,0,0,0,30,3,5,0,0,130,3,0,0,0,0,0,3,0,4,0,1,0,1,0,1,0,0,37,2,13,4,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,5,1,1,3,3,1,0,1
0,1,341,341,12,0,0,0,1,0,1,1,1,0,1,1,1,20,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,373,373,18,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,4,1,5,3,0,0,0,0,0,0,6,5,1,0,3,1,0,0,0,0,11,1,0,0,0,0,0,0
1,2,216,216,2,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,5,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,13,2,5,3,1,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0
0,3,288,288,11,0,0,0,1,8,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,6,0,0,1,1,2,3,0,0,1,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,1,4,1,0,0,3,0,0,1
1,1,530,530,7,0,0,0,1,5,1,1,1,0,1,1,1,4,1,1,0,0,0,0,1,10,0,0,0,0,30,0,0,30,0,50,0,0,50,0,0,0,3,7,3,7,1,0,0,0,1,1,1,42,3,7,4,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
0,3,249,249,18,0,0,0,1,0,1,1,1,0,1,1,1,4,1,1,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,30,0,0,50,1,0,0,1,1,2,3,1,0,0,0,1,0,1,25,2,5,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,0,0,5,1,0,0,0,1,0,1
0,3,429,429,10,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,1,1,2,3,2,3,1,0,0,0,0,0,0,9,1,1,3,1,0,0,0,0,0,6,5,1,0,1,0,1,0,1,1,3,1,0,0,0,0,0,0
0,3,219,219,15,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,2,3,3,6,0,0,0,0,0,0,0,9,2,3,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,1,0,4,1,0,0,0,0,0,0
0,1,162,162,56,0,0,0,1,0,1,1,1,0,1,1,1,4,1,1,1,0,2,0,1,10,0,0,0,0,10,1,2,0,0,50,3,4,0,0,0,0,3,0,4,0,1,0,0,0,1,1,0,51,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,1,1
0,3,715,715,23,0,0,0,1,9,1,1,1,0,1,1,1,13,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,70,3,5,70,1,0,0,3,7,3,7,0,0,0,0,1,0,0,24,2,7,4,1,0,0,0,2,0,6,5,1,0,3,1,0,0,0,0,14,2,0,0,3,0,0,0
0,1,151,151,26,0,0,0,1,0,1,1,1,0,1,1,1,2,1,1,0,0,2,1,1,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,10,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1,3,177,177,13,0,0,0,1,10,1,1,1,2,1,1,1,0,1,1,2,0,2,0,1,10,1,2,0,0,30,3,4,0,0,50,3,4,30,1,0,0,1,1,3,0,0,0,0,0,1,0,0,27,2,11,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,1,1,3,3,1,0,0
0,3,889,889,14,0,0,0,1,12,1,1,1,18,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,4,1,0,0,0,2,1,6,6,1,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0
0,3,859,859,11,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,50,1,3,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,11,1,3,4,1,0,0,0,2,0,6,6,1,1,0,0,1,1,0,1,21,2,0,0,1,0,0,0
0,2,412,412,29,0,0,0,1,10,1,1,1,10,1,1,1,0,1,1,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,50,0,0,0,3,6,3,6,0,0,0,0,0,0,0,22,2,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
1,1,289,289,13,0,0,0,1,0,1,1,1,0,1,1,1,19,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,109,109,5,300,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,50,3,5,0,0,2,3,3,6,3,0,0,0,0,0,0,0,0,4,1,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0
0,3,479,479,8,0,0,0,1,6,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,6,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,8,1,5,2,1,0,0,0,0,0,5,3,0,0,3,1,1,1,1,0,3,1,0,0,3,0,0,1
0,3,359,359,11,0,1,0,1,5,1,1,1,0,1,1,1,8,1,1,1,1,2,1,1,30,0,0,0,0,10,0,0,0,0,50,0,0,0,0,2,0,3,0,4,8,1,0,1,1,1,0,1,47,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,3,1,0,0,0,1,0,1
0,3,136,136,6,0,0,0,1,0,1,1,1,0,1,1,1,16,1,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,70,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,15,2,7,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,1,0,0,3,0,0,0
