classe,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80
1,1,160,160,45,0,1,0,1,0,2,0,0,10,2,3,0,1,0,0,0,1,1,1,0,0,10,0,0,0,0,10,1,1,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,1,0,0,1
1,1,329,329,5,330,1,0,1,0,2,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,6,5,0,0,0,0,0,3,0,3,7,3,7,0,0,0,0,1,0,0,1
0,3,351,351,26,0,1,0,1,0,0,0,0,30,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,50,3,3,30,1,70,3,3,30,1,3,0,1,0,0,0,0,1,0,0,0,1,18,1,1,1,1,1,1,6,4,0,0,0,6,6,0,0,3,7,3,7,2,1,0,1,1,0,9,2
0,1,201,201,58,0,1,0,1,0,2,0,0,24,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,3,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,4,2,0,3,0,3,0,0,0,0,0,1,0,0,1
0,3,258,258,7,0,1,15,1,0,0,0,0,15,2,5,0,1,0,1,0,0,0,1,0,1,10,0,0,0,0,10,0,0,0,0,70,3,3,50,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,2,0,0,0,0,6,0,1,0,0,1,1,3,1,1,0,1,1,6,1
1,3,217,217,14,0,1,0,1,0,1,0,0,17,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,3,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,5,1,0,3,6,3,6,3,1,0,1,1,0,4,1
0,3,190,190,38,0,1,0,1,0,0,0,0,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,1,0,0,0,0,5,0,0,3,0,3,0,3,0,0,0,0,1,7,1
1,2,244,244,86,0,1,0,1,0,1,0,0,48,3,3,0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,70,3,3,0,0,70,3,3,50,1,0,0,1,1,1,0,0,0,0,0,0,1,19,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,3,1
1,1,222,222,18,0,1,0,1,0,1,1,0,23,2,3,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,30,0,0,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,0,0,0,5,1,1,2,3,4,8,0,0,0,0,1,0,0,1
0,3,246,246,10,0,1,0,1,0,0,0,0,34,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,30,3,3,30,1,50,3,3,70,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,5,5,0,0,2,2,3,0,3,1,1,1,1,1,2,1
0,2,500,500,12,0,1,3,1,0,2,0,0,22,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,5,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,3,1
0,1,265,265,55,0,1,0,1,0,0,0,0,7,1,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,1,0,0,1
1,1,115,115,28,0,1,0,1,0,2,0,0,43,2,3,0,1,0,1,0,2,1,1,0,1,10,0,0,0,0,30,1,1,0,0,170,3,3,130,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,1,0,0,1
0,1,111,111,40,0,1,0,1,0,0,0,0,8,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,2
1,3,370,370,25,0,1,0,1,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,1,0,0,0,2,2,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,7,1
0,2,659,659,29,0,1,0,1,0,0,0,0,20,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,3,0,0,0,0,0,0,0,2,3,3,6,0,0,0,0,1,0,2,1
0,3,199,199,20,0,1,0,1,0,0,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,2,3,2,3,3,1,0,0,1,1,3,1
0,3,124,124,9,0,1,0,1,0,0,0,0,31,2,7,0,1,0,0,0,2,1,1,0,0,10,0,0,0,0,30,3,3,0,0,70,3,3,30,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,5,4,0,0,1,1,4,8,3,1,0,1,1,1,2,1
0,1,162,162,2,0,1,12,1,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1
0,1,129,129,27,0,1,0,1,0,0,0,0,7,1,5,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,549,549,21,0,1,0,1,7,0,0,0,14,2,9,0,0,0,0,2,2,1,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,3,1,1,0,0,6,0,0,1,1,4,14,0,0,0,0,1,0,3,1
0,3,706,706,11,0,1,0,1,17,0,0,0,9,1,7,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,2,3,2,3,0,0,1,1,0,0,5,1
0,1,169,169,80,0,1,0,1,0,0,0,0,20,2,3,0,0,0,0,0,2,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,50,1,0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,1,1,1,1,0,0,0,0,0,0,5,0,0,3,6,3,0,0,0,0,0,1,0,0,1
0,3,221,221,14,0,1,0,1,0,0,0,0,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,6,2
1,3,703,703,10,0,1,5,1,0,2,1,0,15,2,5,0,1,0,1,1,1,1,1,0,1,10,0,0,0,0,30,3,3,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,2,2,1,0,0,5,0,2,0,3,4,4,8,3,1,1,0,1,0,15,1
1,1,139,139,11,0,1,0,1,0,0,0,0,38,3,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3,3,50,1,3,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,1,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,1,0,0,1
0,1,269,269,3,0,1,0,1,1,0,0,0,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,152,152,12,0,1,0,1,0,0,0,0,51,3,5,0,1,1,1,1,2,1,1,1,1,10,0,0,0,0,10,1,1,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,0,0,0,0,0,0,4,0,0,3,0,4,0,3,1,0,0,1,1,3,1
0,3,479,479,8,0,1,2,1,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,6,5,0,0,0,0,0,0,0,3,7,3,7,3,1,1,0,0,1,6,1
0,3,409,409,25,0,1,0,1,0,0,0,0,23,2,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,30,0,0,0,0,50,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,14,1,1,1,1,1,1,4,2,0,0,0,0,0,0,0,1,1,3,6,3,1,0,0,0,0,22,2
0,1,168,168,8,0,1,0,1,0,2,0,0,33,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1
1,3,268,268,22,0,1,0,1,0,2,1,0,18,2,3,1,1,1,0,2,2,1,1,1,0,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,4,0,3,1,0,0,1,0,7,2
1,2,288,288,8,0,1,0,1,0,0,0,0,20,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1,3,802,802,12,610,1,9,1,0,0,0,0,137,6,5,0,1,1,1,0,0,0,1,1,1,30,0,0,0,0,50,0,0,50,1,50,0,0,50,1,3,1,1,1,1,1,0,1,1,1,1,1,11,1,1,1,1,1,1,6,6,0,0,0,0,0,0,1,2,3,4,15,1,0,1,1,0,1,39,3
1,1,190,190,11,0,1,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,979,979,12,0,1,19,1,0,1,0,0,40,3,9,0,1,0,0,1,2,1,1,0,0,10,0,0,0,0,30,3,3,0,0,90,3,3,70,1,3,1,0,0,0,1,0,0,0,1,1,1,8,1,1,1,1,1,1,3,3,1,1,0,4,4,1,1,3,7,4,12,0,0,0,0,1,1,12,1
0,3,177,177,17,0,1,17,1,0,0,0,0,16,1,9,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,1,1,1,1,1,0,0,0,0,0,5,0,0,3,0,1,1,3,1,0,1,1,0,3,1
0,3,260,260,9,0,1,0,1,0,2,1,0,57,4,3,1,1,1,1,1,2,1,1,1,1,10,1,1,0,0,50,3,3,0,0,90,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,4,0,2,1,1,1,0,1,4,1
0,3,286,286,12,0,1,1,1,0,0,0,0,5,1,3,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,1,2,1,0,1,0,0,5,0,0,1,1,2,3,3,1,0,1,0,0,4,1
0,3,573,573,11,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,9,2
1,1,209,209,11,0,1,12,1,0,0,0,0,8,1,3,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,292,292,11,0,1,0,1,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,1,0,0,0,2,1,1,1,0,0,1,3,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,7,1
1,3,349,349,15,0,1,0,1,0,2,0,0,38,3,3,0,1,1,0,0,1,1,1,1,0,10,0,0,0,0,30,3,3,0,0,70,3,3,70,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,1,1,0,0,0,0,5,5,2,1,3,4,3,4,3,1,0,1,1,1,2,1
0,2,600,600,9,0,1,7,1,0,2,0,0,13,1,3,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,5,2,0,3,0,3,4,0,0,0,0,0,0,3,1
0,3,273,273,8,0,1,0,1,0,0,0,0,39,3,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,70,3,3,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,4,0,0,3,4,3,4,2,1,1,1,1,1,2,1
0,2,340,340,15,0,1,0,1,18,0,0,0,14,1,11,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,30,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,3,1
0,1,279,279,27,0,1,0,1,0,0,0,0,7,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,3,0,0,0,0,6,0,0,3,7,3,7,0,0,0,0,1,0,0,1
1,3,185,185,27,0,1,17,1,0,0,0,0,9,1,3,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,3,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,21,2
0,1,65,65,37,0,1,0,1,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,1,0,0,1
1,3,519,519,16,0,1,0,1,0,2,1,0,59,4,5,1,1,1,0,2,2,1,1,1,0,10,0,0,0,0,50,0,0,0,0,150,3,3,50,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,3,6,4,0,3,1,0,0,1,1,4,1
0,1,239,239,97,0,1,7,1,0,1,0,0,54,3,3,0,1,1,1,0,0,1,1,1,1,30,0,0,0,0,30,3,3,30,1,90,3,3,50,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,1,1,0,0,0,0,0,5,0,0,0,3,4,3,0,0,0,0,0,1,0,0,1
1,3,439,439,21,0,1,0,1,0,0,0,0,12,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,3,1,1,1,2,2,2,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,13,2
1,3,1059,1059,13,0,1,0,1,0,2,0,1,8,2,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,4,1,0,0,0,2,2,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,24,2
1,1,147,147,24,0,1,0,1,0,0,0,0,13,2,15,0,1,0,0,2,2,1,1,0,0,10,0,0,0,0,10,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,2,4,8,0,0,0,0,1,0,0,1
1,3,390,390,15,0,1,0,1,0,0,0,0,19,1,3,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,30,3,3,0,0,50,3,3,0,0,3,1,1,1,2,2,1,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,5,5,0,0,2,3,1,1,0,0,0,1,0,1,10,2
1,3,249,249,8,0,1,15,1,8,0,0,0,19,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,3,6,3,1,1,0,1,1,3,1
0,2,348,348,29,0,1,0,1,0,2,0,0,24,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,3,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,6,3,0,3,4,3,4,0,0,0,0,0,0,3,1
0,3,290,290,15,0,1,0,1,18,0,0,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,4,0,0,0,0,5,0,0,1,1,1,1,3,1,0,1,0,1,3,1
0,3,373,373,18,0,1,0,1,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,6,5,0,0,0,0,0,0,0,3,7,3,7,3,1,0,0,0,0,11,1
1,3,509,509,20,0,1,0,1,0,2,1,0,33,2,3,0,1,0,0,2,1,1,1,0,0,10,0,0,0,0,30,3,3,0,0,50,3,3,50,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,3,1,1,1,0,5,0,3,1,3,6,4,8,2,1,0,0,0,0,26,2
0,2,314,314,0,0,1,0,1,0,2,1,0,7,1,3,0,0,0,1,1,1,1,0,0,1,10,0,0,0,0,10,1,1,0,0,30,1,1,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,2,3,0,3,6,3,4,0,0,0,0,1,0,2,1
0,3,269,269,1,0,1,0,1,0,2,1,0,9,1,3,0,0,0,1,2,1,1,0,0,1,10,1,1,0,0,10,1,1,0,0,30,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,3,0,3,0,2,1,1,1,0,1,2,1
0,3,173,173,24,0,1,0,1,17,0,0,0,12,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,1,0,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,1,6,1
1,3,259,259,10,0,1,17,1,0,0,0,0,9,2,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,6,3,1,1,0,1,1,2,1
0,2,412,412,29,0,1,10,1,10,0,0,0,22,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,1,0,2,1
0,3,809,809,13,0,1,0,1,0,2,1,0,39,3,3,0,1,1,0,1,2,1,1,1,0,10,1,1,0,0,30,3,3,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,4,1,1,2,5,6,3,1,3,7,4,14,1,0,1,0,0,1,6,1
0,3,479,479,8,0,1,6,1,0,0,0,0,8,1,5,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,3,0,0,0,0,6,0,0,0,0,3,7,3,1,1,1,1,0,3,1
0,3,380,380,11,0,1,0,1,0,2,0,0,35,3,3,0,1,1,0,0,0,1,1,1,0,10,0,0,0,0,30,0,0,0,0,50,3,3,70,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,2,1,3,0,3,0,3,1,1,0,0,1,9,1
0,3,460,460,23,0,1,3,1,0,2,0,0,22,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,6,5,0,0,0,0,0,3,0,3,7,0,0,2,1,0,0,0,0,8,1
1,1,195,195,14,0,1,0,1,0,2,0,0,11,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,1,0,0,1
0,2,349,349,19,0,1,0,1,0,0,0,0,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,4,0,0,0,0,5,0,0,1,1,1,1,0,0,0,0,0,0,3,2
0,1,388,388,23,0,1,0,1,6,0,0,0,40,2,7,0,1,0,1,2,2,1,1,0,1,10,0,0,0,0,30,0,0,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3,6,4,8,0,0,0,0,1,0,0,1
0,1,189,189,23,0,1,0,1,0,1,0,0,25,2,3,0,1,0,1,0,2,1,1,0,1,10,0,0,0,0,50,0,0,0,0,90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,4,1,0,3,4,4,8,0,0,0,0,1,0,0,1
