col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80
1,3,187,187,31,0,1,9,1,0,0,0,0,28,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,30,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,0,0,0,0,0,4,0,0,3,6,3,6,3,0,0,1,1,0,5,1
0,3,379,379,15,0,1,0,1,0,2,1,0,39,3,3,0,1,1,0,1,1,0,1,1,0,10,0,0,0,0,30,0,0,0,0,90,3,3,50,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,1,2,1,1,1,0,0,4,3,0,3,6,4,8,1,0,0,1,1,1,3,1
0,3,259,259,8,0,1,19,1,0,0,0,0,13,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,6,3,6,3,1,1,1,1,1,2,1
1,1,970,970,8,260,1,9,1,0,0,0,0,6,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,6,0,0,3,7,3,7,0,0,0,0,1,0,0,1
1,2,487,487,22,0,1,0,1,0,0,0,0,11,1,11,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,30,3,3,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,3,0,0,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,2,1
0,3,529,529,15,0,1,1,1,10,0,0,0,51,3,5,0,1,1,0,2,2,1,1,1,0,10,0,0,0,0,50,3,3,0,0,70,3,3,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,3,0,3,1,0,0,0,1,10,2
0,3,143,143,7,0,1,0,1,0,0,0,0,13,1,7,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,1,0,1,2,2
0,3,339,339,9,0,1,0,1,0,0,0,0,6,1,3,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,1
1,3,639,639,12,0,1,13,1,0,0,0,0,6,1,5,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,4,1,0,0,0,1,0,0,0,0,0,1,3,1,1,1,1,1,1,5,5,0,0,0,0,5,0,0,1,1,1,1,0,0,1,1,0,0,17,2
0,1,239,239,53,0,1,0,1,0,2,1,0,64,4,3,0,1,0,0,2,2,1,1,0,0,30,3,3,0,0,50,3,3,0,0,110,3,3,70,1,0,0,0,0,0,0,0,0,0,1,0,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,1
0,1,219,219,44,0,1,0,1,0,2,1,0,35,2,3,0,1,0,1,2,2,1,1,0,1,10,1,1,0,0,30,3,3,0,0,90,3,3,90,1,0,0,0,0,0,0,0,0,0,1,0,1,7,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,1
1,3,499,499,8,0,1,0,1,0,0,0,0,16,2,17,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,3,4,3,1,1,0,1,1,6,1
0,3,1002,1002,4,0,1,7,1,0,2,0,0,21,2,3,0,1,0,1,0,2,1,1,0,1,10,0,0,0,0,10,1,1,0,0,70,1,1,70,1,4,1,0,0,0,0,0,0,0,0,0,1,10,1,1,1,1,1,1,3,1,0,0,0,1,0,3,1,3,0,3,0,2,1,1,1,0,0,6,1
1,3,459,459,9,0,1,0,1,0,0,0,0,16,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,50,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,0,6,1
0,2,391,391,31,0,1,12,1,0,0,0,0,19,2,5,0,0,0,0,0,2,1,0,0,0,10,0,0,0,0,30,3,3,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,2,0,1,0,5,5,0,0,3,7,3,7,0,0,0,0,0,0,3,1
0,2,361,361,28,0,1,0,1,0,1,0,0,25,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,1,2,1,0,0,0,0,4,1,0,3,6,3,4,0,0,0,0,1,0,2,1
0,2,489,489,14,0,1,0,1,0,0,0,0,12,1,7,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,1
0,1,192,192,26,0,1,0,1,0,0,0,0,12,2,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,1,1,1,1,1,1,0,0,0,0,5,0,0,1,1,1,1,0,0,0,0,1,0,0,1
0,3,489,489,8,0,1,1,1,0,1,0,0,19,2,5,0,1,0,0,2,2,1,1,0,0,10,1,1,0,0,10,1,1,0,0,30,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,1,1,1,0,0,2,2,0,1,0,3,6,3,4,1,0,1,0,0,0,14,2
0,3,140,140,16,0,1,0,1,0,1,0,0,11,1,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,3,0,3,0,3,1,0,1,0,0,3,2
1,1,226,226,21,0,1,8,1,0,0,0,0,28,2,5,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,30,0,0,0,0,70,3,3,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,1
0,3,282,282,21,0,1,8,1,0,1,0,0,17,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,5,3,0,0,0,0,0,1,0,2,3,2,3,3,1,0,0,0,1,7,1
0,3,439,439,16,0,1,4,1,0,0,0,0,13,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,3,2,0,0,0,5,5,0,0,1,1,1,1,3,1,0,0,1,0,5,1
0,2,279,279,1,0,1,0,1,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,1,1,1,1,0,0,1,4,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1,3,549,549,15,0,1,5,1,0,1,0,0,15,2,3,0,0,0,0,0,0,1,0,0,0,30,3,3,0,0,10,0,0,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,5,0,6,1,0,3,6,3,6,2,1,0,1,0,1,3,1
0,3,370,370,9,0,1,0,1,0,1,0,0,14,1,3,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,1,1,1,1,1,1,0,0,0,0,5,1,0,3,6,2,3,3,1,1,0,1,1,4,1
0,1,140,140,29,0,1,0,1,0,0,0,0,17,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,459,459,15,0,1,3,1,0,2,1,0,18,2,5,0,1,0,0,1,2,1,1,0,0,10,0,0,0,0,10,0,0,0,0,50,3,3,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,1,0,0,0,2,1,3,4,4,8,3,1,0,1,1,1,4,1
1,1,197,197,21,0,1,0,1,0,0,0,0,15,2,17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,3,299,299,10,0,1,3,1,0,2,1,0,21,2,3,0,1,0,1,2,2,1,1,0,1,10,0,0,0,0,30,0,0,0,0,30,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,0,1,0,0,0,1,2,1,3,4,4,8,2,1,1,0,0,0,4,1
1,3,710,710,18,0,1,0,1,0,2,0,0,71,4,3,0,1,1,1,0,2,1,1,0,1,10,0,0,0,0,70,3,3,0,0,110,3,3,90,1,4,1,2,1,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,5,3,0,1,0,5,5,3,1,3,7,3,7,2,1,0,0,1,0,11,1
1,3,299,299,13,0,1,12,1,0,0,0,0,7,1,5,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,2,1
1,3,480,480,28,0,1,14,1,3,2,0,0,61,4,7,1,1,1,1,2,2,1,1,1,1,10,0,0,0,0,10,0,0,0,0,150,3,3,70,1,4,0,0,0,0,0,0,0,0,1,0,1,15,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,3,0,4,0,3,1,0,0,0,0,29,2
1,1,110,110,48,0,1,0,1,0,0,0,0,40,3,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1
0,3,309,309,14,0,1,2,1,0,0,0,0,12,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,2,1,0,0,0,0,5,0,0,1,1,1,1,3,1,0,1,1,0,3,1
1,2,350,350,46,0,1,4,1,0,1,0,0,22,2,5,0,1,0,0,2,2,1,1,0,0,10,1,1,0,0,30,3,3,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,2,4,0,1,0,3,4,3,4,0,0,0,0,0,0,3,1
0,3,249,249,13,0,1,8,1,0,0,0,0,15,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1,1,1,1,1,2,1,0,0,0,0,5,0,0,0,0,2,3,3,1,0,0,1,1,3,1
0,1,279,279,33,0,1,0,1,0,2,1,0,56,3,5,1,1,1,1,2,2,1,1,1,1,10,1,1,0,0,30,3,3,0,0,130,3,3,70,1,0,0,0,0,0,0,0,0,0,1,0,1,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,1
1,3,659,659,13,0,1,0,1,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,50,3,3,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,6,0,0,0,0,0,0,1,0,1,1,1,0,4,1
0,1,144,144,22,0,1,0,1,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,6,0,0,3,4,3,4,0,0,0,0,1,0,0,1
0,3,949,949,16,0,1,0,1,0,0,0,0,7,1,13,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,2,1,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,14,2
0,3,589,589,14,0,1,17,1,0,0,0,0,13,1,7,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,1,1,0,0,30,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,0,0,3,4,3,0,3,1,0,0,0,1,6,2
0,3,419,419,11,0,1,0,1,14,0,0,0,7,1,15,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,3,6,3,6,2,1,0,0,1,0,5,1
0,3,173,173,13,0,1,3,1,0,2,0,0,12,1,7,0,0,0,1,1,1,1,0,0,1,10,0,0,0,0,30,1,1,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,3,0,3,0,3,1,0,0,1,1,6,1
0,2,619,619,34,0,1,7,1,0,2,0,0,39,3,5,0,0,0,0,1,1,1,0,0,0,10,0,0,0,0,30,3,3,0,0,70,3,3,70,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,4,2,0,3,0,4,0,0,0,0,0,0,0,3,1
0,3,559,559,14,0,1,0,1,0,1,0,0,6,1,5,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,3,0,0,0,0,5,1,0,3,7,3,7,2,1,0,1,0,1,5,1
0,3,351,351,15,0,1,2,1,0,2,1,0,29,2,3,1,1,0,1,1,1,0,1,0,1,30,3,3,0,0,10,1,1,0,0,70,3,3,70,1,3,1,0,0,0,0,0,0,0,1,0,1,10,1,1,1,1,1,1,0,0,0,0,5,0,5,0,0,3,0,4,0,1,0,0,0,0,1,7,2
0,3,259,259,21,0,1,17,1,0,0,0,0,15,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,3,0,3,1,0,1,1,1,1,1
1,3,360,360,7,0,1,0,1,0,0,0,0,35,3,15,1,1,1,1,0,2,1,1,1,1,10,0,0,0,0,10,1,1,0,0,50,0,0,70,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,4,0,3,1,1,1,0,1,6,1
0,2,360,360,28,0,1,0,1,9,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1,2,809,809,6,0,1,0,1,0,0,0,0,8,1,3,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,1,1,0,0,50,3,3,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,5,4,0,1,0,2,6,0,0,2,3,2,3,0,0,0,0,0,0,3,1
1,3,809,809,10,0,1,0,1,0,0,0,0,34,3,7,0,0,0,0,0,2,1,0,0,0,10,0,0,0,0,30,3,3,0,0,70,3,3,30,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,2,0,0,0,5,5,0,0,1,1,3,6,3,1,1,1,1,0,8,1
0,3,450,450,12,0,1,0,1,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,1,4,1
1,3,699,699,20,0,1,0,1,0,0,0,0,11,2,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,1,1,1,1,3,1,0,0,0,0,5,0,0,3,4,3,4,3,1,0,0,0,0,9,1
1,1,127,127,51,0,1,1,1,0,1,0,0,37,3,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,50,3,3,0,0,90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,1,0,0,1
0,3,282,282,15,0,1,0,1,0,0,0,0,11,1,9,0,0,0,1,2,2,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,1,0,4,1
0,3,157,157,24,0,1,4,1,0,0,0,0,38,3,5,0,1,1,0,0,0,1,1,1,0,10,0,0,0,0,10,0,0,0,0,90,3,3,50,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,3,6,2,2,3,1,0,1,0,0,4,1
0,2,127,127,6,0,1,0,1,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,3,1
0,1,280,280,25,0,1,0,1,0,0,0,0,8,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,1,0,0,1
0,3,920,920,13,0,1,0,1,0,0,0,0,10,2,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,2,1,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1
0,3,173,173,18,0,1,0,1,0,0,0,0,21,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,70,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,3,6,3,6,3,1,0,0,1,0,3,1
0,3,151,151,16,0,1,0,1,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,3,1
0,3,472,472,18,0,1,12,1,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,4,0,0,2,3,3,4,3,1,0,1,1,1,2,1
1,3,648,648,14,0,1,0,1,0,0,0,1,9,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,30,1,4,1,2,1,0,2,1,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,10,1
0,2,309,309,9,0,1,0,1,0,0,0,0,13,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,1,397,397,6,0,1,0,1,0,2,0,1,13,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,6,3,0,3,7,3,7,0,0,0,0,1,0,0,1
0,1,151,151,7,0,1,0,1,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,30,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,870,870,9,0,1,18,1,4,0,0,0,6,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,4,1
1,3,820,820,16,0,1,0,1,0,0,0,1,29,2,1,0,1,0,1,0,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,30,0,0,30,1,4,1,1,1,1,1,1,1,1,0,0,1,10,1,1,1,1,1,1,6,6,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,8,1
1,1,208,208,12,0,1,0,1,10,0,0,0,30,2,7,0,1,0,1,0,0,1,1,0,1,10,0,0,0,0,50,0,0,0,0,90,1,1,50,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,5,0,1,3,4,3,0,0,0,0,0,1,0,0,1
1,3,245,245,13,0,1,7,1,0,1,0,0,28,2,5,0,1,0,0,2,0,1,1,0,0,10,0,0,0,0,30,3,3,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,2,1,1,0,0,5,0,1,1,3,6,3,0,1,0,0,0,0,0,12,2
0,3,369,369,13,0,1,0,1,0,2,1,0,28,2,3,0,1,0,1,2,2,1,1,0,1,10,0,0,0,0,30,3,3,0,0,70,3,3,70,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,1,1,1,1,1,0,0,0,0,0,5,5,2,0,3,4,4,0,3,1,1,1,0,1,3,1
